budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
125000000, 12|  Adventure|  28|  Action|  80|  Crime|  9648|  Mystery,http://sherlockholmes2.warnerbros.com/index.html,58574, 1752|  detective inspector|  10028|  steampunk|  18023|  criminal mastermind,en,Sherlock Holmes: A Game of Shadows,There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal| but his capacity for evil and lack of conscience may give him an advantage over the  detective.,81.499621, Village Roadshow Pictures|  79|  Silver Pictures|  1885|  Lin Pictures|  2723|  Warner Bros.|  6194|  Wigram Productions|  23202,22-11-2011,334615000,129, en|  English,Released,The game is afoot.,Sherlock Holmes: A Game of Shadows,7,3886
125000000, 12|  Adventure|  14|  Fantasy|  28|  Action,http://www.clash-of-the-titans.com/,18823, 2033|  hades|  2035|  mythology|  2036|  greek mythology|  8985|  zeus|  10863|  medusa|  11624|  mythological beast|  33696|  sea monster|  161170|  perseus|  161171|  kraken|  161172|  gods|  162861|  ancient greece|  162862|  based on greek myth|  209714|  3d,en,Clash of the Titans,Born of a god but raised as a man| Perseus is helpless to save his family from Hades| vengeful god of the underworld. With nothing to lose| Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts| Perseus and his warriors will only survive if Perseus accepts his power as a god| defies fate and creates his own destiny.,47.686442, The Zanuck Company|  80|  Legendary Pictures|  923|  Thunder Road Pictures|  3528|  Warner Bros.|  6194|  Moving Picture Company (MPC)|  20478,01-04-2010,232713139,106, en|  English,Released,Titans will clash.,Clash of the Titans,5.6,2233
65000000, 28|  Action|  12|  Adventure|  878|  Science Fiction,0,861, 560|  oxygen|  769|  falsely accused|  836|  resistance|  839|  mars|  848|  double life|  1475|  telepathy|  1852|  mutant|  3249|  hologram|  3388|  space colony|  3864|  false identity|  4289|  secret agent|  4565|  dystopia|  12190|  cyberpunk|  187008|  false memory|  187046|  implanted memory,en,Total Recall,Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon| he's off to Mars to find out who he is and who planted the chip.,43.129703, TriStar Pictures|  559|  Carolco Pictures|  14723|  Carolco International N.V.|  80461,01-06-1990,261317921,113, en|  English,Released,They stole his mind| now he wants it back.,Total Recall,7.1,1710
160000000, 12|  Adventure|  14|  Fantasy|  28|  Action,0,1911, 616|  witch|  1964|  cave|  1975|  arabian|  5475|  scandinavia|  5894|  bagdad|  5895|  viking|  5939|  iraq|  6091|  war|  10364|  mission,en,The 13th Warrior,In AD 922| Arab courtier| Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.,27.220157, Touchstone Pictures|  9195,27-08-1999,61698899,102, en|  English|  no|  Norsk,Released,Prey for the living.,The 13th Warrior,6.4,510
130000000, 28|  Action|  53|  Thriller,http://www.thebournelegacy.com/,49040, 782|  assassin|  1994|  wolf|  5729|  maryland|  11767|  suicide by gunshot|  15219|  rooftop|  18067|  exploding house|  18254|  laptop|  181620|  tracking device|  181623|  fake id|  181628|  seoul south korea|  181632|  pharmaceutical lab|  181635|  government conspiracy|  181637|  roof chase|  181641|  manila philippines|  181644|  hunted|  181648|  false passport|  181650|  alberta canada|  181651|  lieutenant general,en,The Bourne Legacy,New CIA operative| Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,90.33681, Universal Pictures|  33|  Dentsu|  6452|  Relativity Media|  7295|  Kennedy/Marshall Company| The|  7383|  Captivate Entertainment|  25716,08-08-2012,276572938,120, en|  English|  ru|  P\u0443\u0441\u0441\u043a\u0438\u0439,Released,There Was Never Just One,The Bourne Legacy,6,2651
125000000, 28|  Action|  80|  Crime|  14|  Fantasy,0,415, 848|  double life|  849|  dc comics|  851|  dual identity|  853|  crime fighter|  855|  fictional place|  6969|  gotham city|  9715|  superhero|  10452|  credit card|  163455|  super powers,en,Batman & Robin,Along with crime-fighting partner Robin and new recruit Batgirl| Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice| while Ivy tries to drive a wedge between the dynamic duo.,50.073575, PolyGram Filmed Entertainment|  1382|  Warner Bros.|  6194,20-06-1997,238207122,125, en|  English,Released,Strength. Courage. Honor. And loyalty.,Batman & Robin,4.2,1418
123000000, 10751|  Family|  35|  Comedy|  14|  Fantasy,http://www.grinched.com/,8871, 65|  holiday|  1441|  christmas party|  1605|  new love|  1991|  santa claus|  5331|  village|  9963|  kids and family,en,How the Grinch Stole Christmas,Inside a snowflake exists the magical land of Whoville. In Whoville| live the Whos| an almost mutated sort of Munchkin-like people. All the Whos love Christmas| yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas| and plots to steal it away from the Whos| whom he equally abhors. Yet a small child| Cindy Lou Who| decides to try befriending the Grinch.,45.419668, Imagine Entertainment|  23|  Universal Pictures|  33,17-11-2000,345141403,104, en|  English,Released,He puts the mean in green.,How the Grinch Stole Christmas,6.2,1386
125000000, 28|  Action|  12|  Adventure|  878|  Science Fiction|  53|  Thriller,http://www.thedayaftertomorrow.com/,435, 83|  saving the world|  295|  library|  843|  cataclysm|  2210|  climate change|  2212|  greenhouse effect|  2213|  tornado|  2214|  twister|  2215|  hurricane|  2216|  hail|  2218|  temperature drop|  2219|  ice age|  2220|  polar zone|  2221|  meteorology|  2222|  gulfstream|  2223|  barrier ice|  2224|  ice melting|  2225|  third world|  2226|  exodus|  2227|  evacuation|  3693|  climate|  6086|  government|  10794|  snow|  12670|  los angeles|  14760|  scientist|  34161|  doomsday|  157160|  antarctic|  199076|  disaster movie,en,The Day After Tomorrow,After years of increases in the greenhouse effect|  havoc is wreaked globally in the form of catastrophic hurricanes| tornadoes| tidal waves| floods and the beginning of a new Ice Age. Paleoclimatologist| Jack Hall tries to warn the world while also shepherding to safety his son| trapped in New York after the city is overwhelmed by the start of the new big freeze.,41.380094, Lions Gate Films|  35|  Twentieth Century Fox Film Corporation|  306|  Centropolis Entertainment|  347|  Mark Gordon Productions|  11362|  Mel's Cite du Cinema|  54502,26-05-2004,544272402,124, en|  English|  ja|  \u65e5\u672c\u8a9e|  fr|  Fran\u00e7ais|  ar|  \u0627\u0644\u0639\u0631\u0628\u064a\u0629|  es|  Espa\u00f1ol,Released,Where will you be?,The Day After Tomorrow,6.2,2392
125000000, 12|  Adventure|  28|  Action|  53|  Thriller,http://www.missionimpossible.com/,955, 321|  terror|  514|  spain|  591|  cia|  720|  helicopter|  1308|  secret identity|  1418|  skyscraper|  1568|  undercover|  2041|  island|  2695|  ex-lover|  3269|  secret mission|  3737|  dying and death|  4289|  secret agent|  6104|  computer|  12965|  duel|  14675|  lethal virus|  14819|  violence|  18031|  rescue team|  33705|  agent|  33885|  car|  191881|  research laboratory,en,Mission: Impossible II,With computer genius Luther Stickell at his side and a beautiful thief on his mind| agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission| should Hunt choose to accept it| plunges him into the center of an international crisis of terrifying magnitude.,54.931334, Paramount Pictures|  4|  Cruise/Wagner Productions|  44|  Munich Film Partners & Company (MFP) MI2 Productions|  51199,24-05-2000,546388105,123, en|  English,Released,Expect the impossible again.,Mission: Impossible II,5.9,1928
120000000, 18|  Drama,0,2133, 3366|  u.s. air force|  13046|  grocery|  168663|  jamaican|  168669|  meteorologist|  168672|  rescue boat|  168673|  marina|  168676|  city hall|  168678|  the flemish cap|  168679|  male camaraderie|  168683|  storm at sea,en,The Perfect Storm,In October 1991| a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats| their gear and the weather are juxtaposed with the sea adventure.,25.752118, Warner Bros.|  6194|  Baltimore Spring Creek Productions|  16061|  Radiant Productions|  18990,15-03-2000,325756637,130, en|  English,Released,The storm is coming.,The Perfect Storm,6.2,597
130000000, 12|  Adventure|  14|  Fantasy|  28|  Action|  53|  Thriller,0,1979, 657|  fire|  720|  helicopter|  1671|  surfboard|  2546|  mask|  3376|  satellite|  3800|  airplane|  4375|  transformation|  5774|  forest|  6506|  resurrection|  8828|  marvel comic|  9663|  sequel|  9715|  superhero|  9717|  based on comic book|  12405|  outer space|  13027|  wedding|  14601|  explosion|  14760|  scientist|  15271|  interrogation|  33456|  double cross|  160117|  fantastic four|  162365|  military|  175975|  earth in peril|  179102|  superhuman strength|  179431|  duringcreditsstinger|  189115|  invisibility|  202541|  silver surfer|  222915|  forcefield|  227591|  elasticity|  227595|  absorbing power,en,4: Rise of the Silver Surfer,The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer'| but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.,60.810723, Ingenious Film Partners|  289|  Twentieth Century Fox Film Corporation|  306|  1492 Pictures|  436|  Dune Entertainment|  444|  Constantin Film Produktion|  5755|  Bernd Eichinger Productions|  10881|  Marvel Enterprises|  19551,13-06-2007,289047763,92, en|  English|  ja|  \u65e5\u672c\u8a9e|  ar|  \u0627\u0644\u0639\u0631\u0628\u064a\u0629|  zh|  \u666e\u901a\u8bdd,Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589
120000000, 12|  Adventure|  18|  Drama|  28|  Action,http://www.lifeofpimovie.com/,87827, 270|  ocean|  2580|  shipwreck|  4096|  hindu|  4809|  tiger|  6150|  faith|  12971|  zookeeper|  18068|  teenage boy|  158022|  cargo ship|  163000|  lifeboat|  163014|  injured animal,en,Life of Pi,The story of an Indian boy named Pi| a zookeeper's son who finds himself in the company of a hyena| zebra| orangutan| and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.,51.328145, Ingenious Film Partners|  289|  Ingenious Media|  290|  Dune Entertainment|  444|  Fox 2000 Pictures|  711|  Big Screen Productions|  10893|  Haishang Films|  13480,20-11-2012,609016565,127, zh|  \u666e\u901a\u8bdd|  en|  English|  fr|  Fran\u00e7ais|  hi|  \u0939\u093f\u0928\u094d\u0926\u0940|  ja|  \u65e5\u672c\u8a9e|  ta|  \u0ba4\u0bae\u0bbf\u0bb4\u0bcd,Released,Believe The Unbelievable,Life of Pi,7.2,5797
110000000, 53|  Thriller|  28|  Action|  14|  Fantasy|  27|  Horror,http://www.sonypictures.com/movies/ghostrider/,1250, 2870|  mephisto|  3684|  religion and supernatural|  3737|  dying and death|  4084|  devil's son|  5280|  ghost world|  5452|  stunts|  5454|  flame|  9717|  based on comic book,en,Ghost Rider,In order to save his dying father| young stunt cyclist| Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted| Roxanne Simpson| the love of his life. Years later| Johnny's path crosses again with Roxanne| now a go-getting reporter| and also with Mephistopheles| who offers to release Johnny's soul if Johnny becomes the fabled| fiery 'Ghost Rider'.,46.834704, Columbia Pictures Corporation|  441|  Relativity Media|  7295|  Michael De Luca Productions|  11370|  Marvel Enterprises|  19551|  Crystal Sky Pictures|  20241|  GH One|  20475|  Vengeance Productions Pty. Ltd.|  20476,16-02-2007,228738393,114, en|  English,Released,Hell Is About To Be Unleashed,Ghost Rider,5.2,1712
120000000, 28|  Action|  53|  Thriller,http://www.jasonbournemovie.com,324668, 782|  assassin|  1453|  amnesia|  187844|  flashback,en,Jason Bourne,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,62.641286, The Kennedy/Marshall Company|  862|  Captivate Entertainment|  25716|  Pearl Street Films|  29313|  Double Negative|  31922|  Perfect World (Beijing) Pictures Co.|  83871,27-07-2016,415484914,123, en|  English,Released,You know his name,Jason Bourne,5.9,2341
120000000, 28|  Action|  12|  Adventure|  35|  Comedy,0,9471, 642|  robbery|  1308|  secret identity|  4289|  secret agent,en,Charlie's Angels: Full Throttle,The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed| the ladies target a rogue agent who might be responsible.,33.616115, Columbia Pictures|  5|  Wonderland Sound and Vision|  4022|  Tall Trees Productions|  10239|  Flower Films (II)|  19813,27-06-2003,259175788,106, en|  English|  zh|  \u666e\u901a\u8bdd|  es|  Espa\u00f1ol,Released,This summer the Angels are back.,Charlie's Angels: Full Throttle,5.2,914
